play,dataline,actsceneline,actscene,act,scene,line,player,playerline,annotation,highlight,objectid
Romeo and Juliet,86831,3.1.37,3.1,3,1,37,TYBALT,"Gentlemen, good den: a word with one of you.",,,
Romeo and Juliet,86832,3.1.38,3.1,3,1,38,MERCUTIO,And but one word with one of us? couple it with,,,
Romeo and Juliet,86833,3.1.39,3.1,3,1,39,MERCUTIO,"something, make it a word and a blow.",,,
Romeo and Juliet,86834,3.1.40,3.1,3,1,40,TYBALT,"You shall find me apt enough to that, sir, an you",,,
Romeo and Juliet,86835,3.1.41,3.1,3,1,41,TYBALT,will give me occasion.,,,
Romeo and Juliet,86836,3.1.42,3.1,3,1,42,MERCUTIO,Could you not take some occasion without giving?,,,
Romeo and Juliet,86837,3.1.43,3.1,3,1,43,TYBALT,"Mercutio, thou consort'st with Romeo,--",,,
Romeo and Juliet,86838,3.1.44,3.1,3,1,44,MERCUTIO,"Consort! what, dost thou make us minstrels? an",,,
Romeo and Juliet,86839,3.1.45,3.1,3,1,45,MERCUTIO,"thou make minstrels of us, look to hear nothing but",,,
Romeo and Juliet,86840,3.1.46,3.1,3,1,46,MERCUTIO,"discords: here's my fiddlestick, here's that shall",,,
Romeo and Juliet,86841,3.1.47,3.1,3,1,47,MERCUTIO,"make you dance. 'Zounds, consort!",,,
Romeo and Juliet,86842,3.1.48,3.1,3,1,48,BENVOLIO,We talk here in the public haunt of men:,,,
Romeo and Juliet,86843,3.1.49,3.1,3,1,49,BENVOLIO,"Either withdraw unto some private place,",,,
Romeo and Juliet,86844,3.1.50,3.1,3,1,50,BENVOLIO,"And reason coldly of your grievances,",,,
Romeo and Juliet,86845,3.1.51,3.1,3,1,51,BENVOLIO,"Or else depart, here all eyes gaze on us.",,,
Romeo and Juliet,86846,3.1.52,3.1,3,1,52,MERCUTIO,"Men's eyes were made to look, and let them gaze,",,,
Romeo and Juliet,86847,3.1.53,3.1,3,1,53,MERCUTIO,"I will not budge for no man's pleasure, I.",,,
Romeo and Juliet,86848,,3.1,3,1,,StageDirection,Enter ROMEO,,,
Romeo and Juliet,86849,3.1.54,3.1,3,1,54,TYBALT,"Well, peace be with you, sir: here comes my man.",,,
Romeo and Juliet,86850,3.1.55,3.1,3,1,55,MERCUTIO,"But I'll be hanged, sir, if he wear your livery:",,,
Romeo and Juliet,86851,3.1.56,3.1,3,1,56,MERCUTIO,"Marry, go before to field, he'll be your follower,",,,
Romeo and Juliet,86852,3.1.57,3.1,3,1,57,MERCUTIO,Your worship in that sense may call him 'man.',,,
Romeo and Juliet,86853,3.1.58,3.1,3,1,58,TYBALT,"Romeo, the hate I bear thee can afford",,,
Romeo and Juliet,86854,3.1.59,3.1,3,1,59,TYBALT,"No better term than this,--thou art a villain.",,,
Romeo and Juliet,86855,3.1.60,3.1,3,1,60,ROMEO,"Tybalt, the reason that I have to love thee",,,
Romeo and Juliet,86856,3.1.61,3.1,3,1,61,ROMEO,Doth much excuse the appertaining rage,,,
Romeo and Juliet,86857,3.1.62,3.1,3,1,62,ROMEO,"To such a greeting: villain am I none,",,,
Romeo and Juliet,86858,3.1.63,3.1,3,1,63,ROMEO,"Therefore farewell, I see thou know'st me not.",,,
Romeo and Juliet,86859,3.1.64,3.1,3,1,64,TYBALT,"Boy, this shall not excuse the injuries",,,
Romeo and Juliet,86860,3.1.65,3.1,3,1,65,TYBALT,"That thou hast done me, therefore turn and draw.",,,
Romeo and Juliet,86861,3.1.66,3.1,3,1,66,ROMEO,"I do protest, I never injured thee,",,,
Romeo and Juliet,86862,3.1.67,3.1,3,1,67,ROMEO,"But love thee better than thou canst devise,",,,
Romeo and Juliet,86863,3.1.68,3.1,3,1,68,ROMEO,Till thou shalt know the reason of my love:,,,
Romeo and Juliet,86864,3.1.69,3.1,3,1,69,ROMEO,"And so, good Capulet,--which name I tender",,,
Romeo and Juliet,86865,3.1.70,3.1,3,1,70,ROMEO,"As dearly as my own,--be satisfied.",,,
Romeo and Juliet,86866,3.1.71,3.1,3,1,71,MERCUTIO,"O calm, dishonourable, vile submission!",,,
Romeo and Juliet,86867,3.1.72,3.1,3,1,72,MERCUTIO,Alla stoccata carries it away.,,,
Romeo and Juliet,86868,,3.1,3,1,,StageDirection,Draws,,,
Romeo and Juliet,86869,3.1.73,3.1,3,1,73,MERCUTIO,"Tybalt, you rat-catcher, will you walk?",,,
Romeo and Juliet,86870,3.1.74,3.1,3,1,74,TYBALT,What wouldst thou have with me?,,,
Romeo and Juliet,86871,3.1.75,3.1,3,1,75,MERCUTIO,"Good king of cats, nothing but one of your nine",,,
Romeo and Juliet,86872,3.1.76,3.1,3,1,76,MERCUTIO,"lives, that I mean to make bold withal, and as you",,,
Romeo and Juliet,86873,3.1.77,3.1,3,1,77,MERCUTIO,"shall use me hereafter, drybeat the rest of the",,,
Romeo and Juliet,86874,3.1.78,3.1,3,1,78,MERCUTIO,eight. Will you pluck your sword out of his pitcher,,,
Romeo and Juliet,86875,3.1.79,3.1,3,1,79,MERCUTIO,"by the ears? make haste, lest mine be about your",,,
Romeo and Juliet,86876,3.1.80,3.1,3,1,80,MERCUTIO,ears ere it be out.,,,
Romeo and Juliet,86877,3.1.81,3.1,3,1,81,TYBALT,I am for you.,,,
Romeo and Juliet,86878,,3.1,3,1,,StageDirection,Drawing,,,
Romeo and Juliet,86879,3.1.82,3.1,3,1,82,ROMEO,"Gentle Mercutio, put thy rapier up.",,,
Romeo and Juliet,86880,3.1.83,3.1,3,1,83,MERCUTIO,"Come, sir, your passado.",,,
Romeo and Juliet,86881,,3.1,3,1,,StageDirection,They fight,,,
Romeo and Juliet,86882,3.1.84,3.1,3,1,84,ROMEO,"Draw, Benvolio, beat down their weapons.",,,
Romeo and Juliet,86883,3.1.85,3.1,3,1,85,ROMEO,"Gentlemen, for shame, forbear this outrage!",,,
Romeo and Juliet,86884,3.1.86,3.1,3,1,86,ROMEO,"Tybalt, Mercutio, the prince expressly hath",,,
Romeo and Juliet,86885,3.1.87,3.1,3,1,87,ROMEO,Forbidden bandying in Verona streets:,,,
Romeo and Juliet,86886,3.1.88,3.1,3,1,88,ROMEO,"Hold, Tybalt! good Mercutio!",,,
Romeo and Juliet,86887,,3.1,3,1,,StageDirection,"TYBALT under ROMEO's arm stabs MERCUTIO, and flies with his followers",,,
Romeo and Juliet,86888,3.1.89,3.1,3,1,89,MERCUTIO,I am hurt.,,,
Romeo and Juliet,86889,3.1.90,3.1,3,1,90,MERCUTIO,A plague o' both your houses! I am sped.,,,
Romeo and Juliet,86890,3.1.91,3.1,3,1,91,MERCUTIO,"Is he gone, and hath nothing?",,,
Romeo and Juliet,86891,3.1.92,3.1,3,1,92,BENVOLIO,"What, art thou hurt?",,,
Romeo and Juliet,86892,3.1.93,3.1,3,1,93,MERCUTIO,"Ay, ay, a scratch, a scratch, marry, 'tis enough.",,,
Romeo and Juliet,86893,3.1.94,3.1,3,1,94,MERCUTIO,"Where is my page? Go, villain, fetch a surgeon.",,,
Romeo and Juliet,86894,,3.1,3,1,,StageDirection,Exit Page,,,
Romeo and Juliet,86895,3.1.95,3.1,3,1,95,ROMEO,"Courage, man, the hurt cannot be much.",,,
Romeo and Juliet,86896,3.1.96,3.1,3,1,96,MERCUTIO,"No, 'tis not so deep as a well, nor so wide as a",,,
Romeo and Juliet,86897,3.1.97,3.1,3,1,97,MERCUTIO,"church-door, but 'tis enough,'twill serve: ask for",,,
Romeo and Juliet,86898,3.1.98,3.1,3,1,98,MERCUTIO,"me to-morrow, and you shall find me a grave man. I",,,
Romeo and Juliet,86899,3.1.99,3.1,3,1,99,MERCUTIO,"am peppered, I warrant, for this world. A plague o'",,,
Romeo and Juliet,86900,3.1.100,3.1,3,1,100,MERCUTIO,"both your houses! 'Zounds, a dog, a rat, a mouse, a",,,
Romeo and Juliet,86901,3.1.101,3.1,3,1,101,MERCUTIO,"cat, to scratch a man to death! a braggart, a",,,
Romeo and Juliet,86902,3.1.102,3.1,3,1,102,MERCUTIO,"rogue, a villain, that fights by the book of",,,
Romeo and Juliet,86903,3.1.103,3.1,3,1,103,MERCUTIO,arithmetic! Why the devil came you between us? I,,,
Romeo and Juliet,86904,3.1.104,3.1,3,1,104,MERCUTIO,was hurt under your arm.,,,
Romeo and Juliet,86905,3.1.105,3.1,3,1,105,ROMEO,I thought all for the best.,,,
Romeo and Juliet,86906,3.1.106,3.1,3,1,106,MERCUTIO,"Help me into some house, Benvolio,",,,
Romeo and Juliet,86907,3.1.107,3.1,3,1,107,MERCUTIO,Or I shall faint. A plague o' both your houses!,,,
Romeo and Juliet,86908,3.1.108,3.1,3,1,108,MERCUTIO,"They have made worms' meat of me: I have it,",,,
Romeo and Juliet,86909,3.1.109,3.1,3,1,109,MERCUTIO,And soundly too: your houses!,,,
Romeo and Juliet,86910,,3.1,3,1,,StageDirection,Exeunt MERCUTIO and BENVOLIO,,,
Romeo and Juliet,86911,3.1.110,3.1,3,1,110,ROMEO,"This gentleman, the prince's near ally,",,,
Romeo and Juliet,86912,3.1.111,3.1,3,1,111,ROMEO,"My very friend, hath got his mortal hurt",,,
Romeo and Juliet,86913,3.1.112,3.1,3,1,112,ROMEO,"In my behalf, my reputation stain'd",,,
Romeo and Juliet,86914,3.1.113,3.1,3,1,113,ROMEO,"With Tybalt's slander,--Tybalt, that an hour",,,
Romeo and Juliet,86915,3.1.114,3.1,3,1,114,ROMEO,"Hath been my kinsman! O sweet Juliet,",,,
Romeo and Juliet,86916,3.1.115,3.1,3,1,115,ROMEO,Thy beauty hath made me effeminate,,,
Romeo and Juliet,86917,3.1.116,3.1,3,1,116,ROMEO,And in my temper soften'd valour's steel!,,,
Romeo and Juliet,86918,,3.1,3,1,,StageDirection,Re-enter BENVOLIO,,,
Romeo and Juliet,86919,3.1.117,3.1,3,1,117,BENVOLIO,"O Romeo, Romeo, brave Mercutio's dead!",,,
Romeo and Juliet,86920,3.1.118,3.1,3,1,118,BENVOLIO,"That gallant spirit hath aspired the clouds,",,,
Romeo and Juliet,86921,3.1.119,3.1,3,1,119,BENVOLIO,Which too untimely here did scorn the earth.,,,
Romeo and Juliet,86922,3.1.120,3.1,3,1,120,ROMEO,"This day's black fate on more days doth depend,",,,
Romeo and Juliet,86923,3.1.121,3.1,3,1,121,ROMEO,"This but begins the woe, others must end.",,,
Romeo and Juliet,86924,3.1.122,3.1,3,1,122,BENVOLIO,Here comes the furious Tybalt back again.,,,
Romeo and Juliet,86925,3.1.123,3.1,3,1,123,ROMEO,"Alive, in triumph! and Mercutio slain!",,,
Romeo and Juliet,86926,3.1.124,3.1,3,1,124,ROMEO,"Away to heaven, respective lenity,",,,
Romeo and Juliet,86927,3.1.125,3.1,3,1,125,ROMEO,And fire-eyed fury be my conduct now!,,,
Romeo and Juliet,86928,,3.1,3,1,,StageDirection,Re-enter TYBALT,,,
Romeo and Juliet,86929,3.1.126,3.1,3,1,126,ROMEO,"Now, Tybalt, take the villain back again,",,,
Romeo and Juliet,86930,3.1.127,3.1,3,1,127,ROMEO,"That late thou gavest me, for Mercutio's soul",,,
Romeo and Juliet,86931,3.1.128,3.1,3,1,128,ROMEO,"Is but a little way above our heads,",,,
Romeo and Juliet,86932,3.1.129,3.1,3,1,129,ROMEO,Staying for thine to keep him company:,,,
Romeo and Juliet,86933,3.1.130,3.1,3,1,130,ROMEO,"Either thou, or I, or both, must go with him.",,,
Romeo and Juliet,86934,3.1.131,3.1,3,1,131,TYBALT,"Thou, wretched boy, that didst consort him here,",,,
Romeo and Juliet,86935,3.1.132,3.1,3,1,132,TYBALT,Shalt with him hence.,,,
Romeo and Juliet,86936,3.1.133,3.1,3,1,133,ROMEO,This shall determine that.,,,
Romeo and Juliet,86937,3.1.133,3.1,3,1,133,ROMEO,"They fight, TYBALT falls",,,
Romeo and Juliet,86938,3.1.134,3.1,3,1,134,BENVOLIO,"Romeo, away, be gone!",,,
Romeo and Juliet,86939,3.1.135,3.1,3,1,135,BENVOLIO,"The citizens are up, and Tybalt slain.",,,
Romeo and Juliet,86940,3.1.136,3.1,3,1,136,BENVOLIO,"Stand not amazed: the prince will doom thee death,",,,
Romeo and Juliet,86941,3.1.137,3.1,3,1,137,BENVOLIO,"If thou art taken: hence, be gone, away!",,,
Romeo and Juliet,86942,3.1.138,3.1,3,1,138,ROMEO,"O, I am fortune's fool!",,,
Romeo and Juliet,86943,3.1.139,3.1,3,1,139,BENVOLIO,Why dost thou stay?,,,
Romeo and Juliet,86944,,3.1,3,1,,StageDirection,Exit ROMEO,,,
Romeo and Juliet,86945,,3.1,3,1,,StageDirection,"Enter Citizens,  and c",,,
Romeo and Juliet,86946,3.1.140,3.1,3,1,140,First Citizen,Which way ran he that kill'd Mercutio?,,,
Romeo and Juliet,86947,3.1.141,3.1,3,1,141,First Citizen,"Tybalt, that murderer, which way ran he?",,,
Romeo and Juliet,86948,3.1.142,3.1,3,1,142,BENVOLIO,There lies that Tybalt.,,,
Romeo and Juliet,86949,3.1.143,3.1,3,1,143,First Citizen,"Up, sir, go with me,",,,
Romeo and Juliet,86950,3.1.144,3.1,3,1,144,First Citizen,"I charge thee in the princes name, obey.",,,
Romeo and Juliet,86951,,3.1,3,1,,StageDirection,"Enter Prince, attended, MONTAGUE, CAPULET, their Wives, and others",,,
Romeo and Juliet,86952,3.1.145,3.1,3,1,145,PRINCE,Where are the vile beginners of this fray?,,,
Romeo and Juliet,86953,3.1.146,3.1,3,1,146,BENVOLIO,"O noble prince, I can discover all",,,
Romeo and Juliet,86954,3.1.147,3.1,3,1,147,BENVOLIO,The unlucky manage of this fatal brawl:,,,
Romeo and Juliet,86955,3.1.148,3.1,3,1,148,BENVOLIO,"There lies the man, slain by young Romeo,",,,
Romeo and Juliet,86956,3.1.149,3.1,3,1,149,BENVOLIO,"That slew thy kinsman, brave Mercutio.",,,
Romeo and Juliet,86957,3.1.150,3.1,3,1,150,LADY CAPULET,"Tybalt, my cousin! O my brother's child!",,,
Romeo and Juliet,86958,3.1.151,3.1,3,1,151,LADY CAPULET,"O prince! O cousin! husband! O, the blood is spilt",,,
Romeo and Juliet,86959,3.1.152,3.1,3,1,152,LADY CAPULET,"O my dear kinsman! Prince, as thou art true,",,,
Romeo and Juliet,86960,3.1.153,3.1,3,1,153,LADY CAPULET,"For blood of ours, shed blood of Montague.",,,
Romeo and Juliet,86961,3.1.154,3.1,3,1,154,LADY CAPULET,"O cousin, cousin!",,,
Romeo and Juliet,86962,3.1.155,3.1,3,1,155,PRINCE,"Benvolio, who began this bloody fray?",,,
Romeo and Juliet,86963,3.1.156,3.1,3,1,156,BENVOLIO,"Tybalt, here slain, whom Romeo's hand did slay,",,,
Romeo and Juliet,86964,3.1.157,3.1,3,1,157,BENVOLIO,"Romeo that spoke him fair, bade him bethink",,,
Romeo and Juliet,86965,3.1.158,3.1,3,1,158,BENVOLIO,"How nice the quarrel was, and urged withal",,,
Romeo and Juliet,86966,3.1.159,3.1,3,1,159,BENVOLIO,Your high displeasure: all this uttered,,,
Romeo and Juliet,86967,3.1.160,3.1,3,1,160,BENVOLIO,"With gentle breath, calm look, knees humbly bow'd,",,,
Romeo and Juliet,86968,3.1.161,3.1,3,1,161,BENVOLIO,Could not take truce with the unruly spleen,,,
Romeo and Juliet,86969,3.1.162,3.1,3,1,162,BENVOLIO,"Of Tybalt deaf to peace, but that he tilts",,,
Romeo and Juliet,86970,3.1.163,3.1,3,1,163,BENVOLIO,"With piercing steel at bold Mercutio's breast,",,,
Romeo and Juliet,86971,3.1.164,3.1,3,1,164,BENVOLIO,"Who all as hot, turns deadly point to point,",,,
Romeo and Juliet,86972,3.1.165,3.1,3,1,165,BENVOLIO,"And, with a martial scorn, with one hand beats",,,
Romeo and Juliet,86973,3.1.166,3.1,3,1,166,BENVOLIO,"Cold death aside, and with the other sends",,,
Romeo and Juliet,86974,3.1.167,3.1,3,1,167,BENVOLIO,"It back to Tybalt, whose dexterity,",,,
Romeo and Juliet,86975,3.1.168,3.1,3,1,168,BENVOLIO,"Retorts it: Romeo he cries aloud,",,,
Romeo and Juliet,86976,3.1.169,3.1,3,1,169,BENVOLIO,"'Hold, friends! friends, part!' and, swifter than",,,
Romeo and Juliet,86977,3.1.170,3.1,3,1,170,BENVOLIO,"his tongue,",,,
Romeo and Juliet,86978,3.1.171,3.1,3,1,171,BENVOLIO,"His agile arm beats down their fatal points,",,,
Romeo and Juliet,86979,3.1.172,3.1,3,1,172,BENVOLIO,"And 'twixt them rushes, underneath whose arm",,,
Romeo and Juliet,86980,3.1.173,3.1,3,1,173,BENVOLIO,An envious thrust from Tybalt hit the life,,,
Romeo and Juliet,86981,3.1.174,3.1,3,1,174,BENVOLIO,"Of stout Mercutio, and then Tybalt fled,",,,
Romeo and Juliet,86982,3.1.175,3.1,3,1,175,BENVOLIO,"But by and by comes back to Romeo,",,,
Romeo and Juliet,86983,3.1.176,3.1,3,1,176,BENVOLIO,"Who had but newly entertain'd revenge,",,,
Romeo and Juliet,86984,3.1.177,3.1,3,1,177,BENVOLIO,"And to 't they go like lightning, for, ere I",,,
Romeo and Juliet,86985,3.1.178,3.1,3,1,178,BENVOLIO,"Could draw to part them, was stout Tybalt slain.",,,
Romeo and Juliet,86986,3.1.179,3.1,3,1,179,BENVOLIO,"And, as he fell, did Romeo turn and fly.",,,
Romeo and Juliet,86987,3.1.180,3.1,3,1,180,BENVOLIO,"This is the truth, or let Benvolio die.",,,
Romeo and Juliet,86988,3.1.181,3.1,3,1,181,LADY CAPULET,"He is a kinsman to the Montague,",,,
Romeo and Juliet,86989,3.1.182,3.1,3,1,182,LADY CAPULET,"Affection makes him false, he speaks not true:",,,
Romeo and Juliet,86990,3.1.183,3.1,3,1,183,LADY CAPULET,"Some twenty of them fought in this black strife,",,,
Romeo and Juliet,86991,3.1.184,3.1,3,1,184,LADY CAPULET,And all those twenty could but kill one life.,,,
Romeo and Juliet,86992,3.1.185,3.1,3,1,185,LADY CAPULET,"I beg for justice, which thou, prince, must give,",,,
Romeo and Juliet,86993,3.1.186,3.1,3,1,186,LADY CAPULET,"Romeo slew Tybalt, Romeo must not live.",,,
Romeo and Juliet,86994,3.1.187,3.1,3,1,187,PRINCE,"Romeo slew him, he slew Mercutio,",,,
Romeo and Juliet,86995,3.1.188,3.1,3,1,188,PRINCE,Who now the price of his dear blood doth owe?,,,
Romeo and Juliet,86996,3.1.189,3.1,3,1,189,MONTAGUE,"Not Romeo, prince, he was Mercutio's friend,",,,
Romeo and Juliet,86997,3.1.190,3.1,3,1,190,MONTAGUE,"His fault concludes but what the law should end,",,,
Romeo and Juliet,86998,3.1.191,3.1,3,1,191,MONTAGUE,The life of Tybalt.,,,
Romeo and Juliet,86999,3.1.192,3.1,3,1,192,PRINCE,And for that offence,,,
Romeo and Juliet,87000,3.1.193,3.1,3,1,193,PRINCE,Immediately we do exile him hence:,,,
Romeo and Juliet,87001,3.1.194,3.1,3,1,194,PRINCE,"I have an interest in your hate's proceeding,",,,
Romeo and Juliet,87002,3.1.195,3.1,3,1,195,PRINCE,"My blood for your rude brawls doth lie a-bleeding,",,,
Romeo and Juliet,87003,3.1.196,3.1,3,1,196,PRINCE,But I'll amerce you with so strong a fine,,,
Romeo and Juliet,87004,3.1.197,3.1,3,1,197,PRINCE,That you shall all repent the loss of mine:,,,
Romeo and Juliet,87005,3.1.198,3.1,3,1,198,PRINCE,"I will be deaf to pleading and excuses,",,,
Romeo and Juliet,87006,3.1.199,3.1,3,1,199,PRINCE,Nor tears nor prayers shall purchase out abuses:,,,
Romeo and Juliet,87007,3.1.200,3.1,3,1,200,PRINCE,"Therefore use none: let Romeo hence in haste,",,,
Romeo and Juliet,87008,3.1.201,3.1,3,1,201,PRINCE,"Else, when he's found, that hour is his last.",,,
Romeo and Juliet,87009,3.1.202,3.1,3,1,202,PRINCE,Bear hence this body and attend our will:,,,
Romeo and Juliet,87010,3.1.203,3.1,3,1,203,PRINCE,"Mercy but murders, pardoning those that kill.",,,
Romeo and Juliet,87011,,3.1,3,1,,StageDirection,Exeunt,,,
Romeo and Juliet,87012,,3.2,3,2,,StageDirection,SCENE II. Capulet's orchard.,,,
Romeo and Juliet,87013,,3.2,3,2,,StageDirection,Enter JULIET,,,
Romeo and Juliet,87014,3.2.1,3.2,3,2,1,JULIET,"Gallop apace, you fiery-footed steeds,",,,
Romeo and Juliet,87015,3.2.2,3.2,3,2,2,JULIET,Towards Phoebus' lodging: such a wagoner,,,
Romeo and Juliet,87016,3.2.3,3.2,3,2,3,JULIET,"As Phaethon would whip you to the west,",,,
Romeo and Juliet,87017,3.2.4,3.2,3,2,4,JULIET,And bring in cloudy night immediately.,,,
Romeo and Juliet,87018,3.2.5,3.2,3,2,5,JULIET,"Spread thy close curtain, love-performing night,",,,
Romeo and Juliet,87019,3.2.6,3.2,3,2,6,JULIET,That runaway's eyes may wink and Romeo,,,
Romeo and Juliet,87020,3.2.7,3.2,3,2,7,JULIET,"Leap to these arms, untalk'd of and unseen.",,,
Romeo and Juliet,87021,3.2.8,3.2,3,2,8,JULIET,Lovers can see to do their amorous rites,,,
Romeo and Juliet,87022,3.2.9,3.2,3,2,9,JULIET,"By their own beauties, or, if love be blind,",,,
Romeo and Juliet,87023,3.2.10,3.2,3,2,10,JULIET,"It best agrees with night. Come, civil night,",,,
Romeo and Juliet,87024,3.2.11,3.2,3,2,11,JULIET,"Thou sober-suited matron, all in black,",,,
Romeo and Juliet,87025,3.2.12,3.2,3,2,12,JULIET,"And learn me how to lose a winning match,",,,
Romeo and Juliet,87026,3.2.13,3.2,3,2,13,JULIET,Play'd for a pair of stainless maidenhoods:,,,
Romeo and Juliet,87027,3.2.14,3.2,3,2,14,JULIET,"Hood my unmann'd blood, bating in my cheeks,",,,
Romeo and Juliet,87028,3.2.15,3.2,3,2,15,JULIET,"With thy black mantle, till strange love, grown bold,",,,
Romeo and Juliet,87029,3.2.16,3.2,3,2,16,JULIET,Think true love acted simple modesty.,,,
Romeo and Juliet,87030,3.2.17,3.2,3,2,17,JULIET,"Come, night, come, Romeo, come, thou day in night,",,,
Romeo and Juliet,87031,3.2.18,3.2,3,2,18,JULIET,For thou wilt lie upon the wings of night,,,
Romeo and Juliet,87032,3.2.19,3.2,3,2,19,JULIET,Whiter than new snow on a raven's back.,,,
Romeo and Juliet,87033,3.2.20,3.2,3,2,20,JULIET,"Come, gentle night, come, loving, black-brow'd night,",,,
Romeo and Juliet,87034,3.2.21,3.2,3,2,21,JULIET,"Give me my Romeo, and, when he shall die,",,,
Romeo and Juliet,87035,3.2.22,3.2,3,2,22,JULIET,"Take him and cut him out in little stars,",,,
Romeo and Juliet,87036,3.2.23,3.2,3,2,23,JULIET,And he will make the face of heaven so fine,,,
Romeo and Juliet,87037,3.2.24,3.2,3,2,24,JULIET,That all the world will be in love with night,,,
Romeo and Juliet,87038,3.2.25,3.2,3,2,25,JULIET,And pay no worship to the garish sun.,,,
Romeo and Juliet,87039,3.2.26,3.2,3,2,26,JULIET,"O, I have bought the mansion of a love,",,,
Romeo and Juliet,87040,3.2.27,3.2,3,2,27,JULIET,"But not possess'd it, and, though I am sold,",,,
Romeo and Juliet,87041,3.2.28,3.2,3,2,28,JULIET,Not yet enjoy'd: so tedious is this day,,,
Romeo and Juliet,87042,3.2.29,3.2,3,2,29,JULIET,As is the night before some festival,,,
Romeo and Juliet,87043,3.2.30,3.2,3,2,30,JULIET,To an impatient child that hath new robes,,,
Romeo and Juliet,87044,3.2.31,3.2,3,2,31,JULIET,"And may not wear them. O, here comes my nurse,",,,
Romeo and Juliet,87045,3.2.32,3.2,3,2,32,JULIET,"And she brings news, and every tongue that speaks",,,
Romeo and Juliet,87046,3.2.33,3.2,3,2,33,JULIET,But Romeo's name speaks heavenly eloquence.,,,
Romeo and Juliet,87047,,3.2,3,2,,StageDirection,"Enter Nurse, with cords",,,
Romeo and Juliet,87048,3.2.34,3.2,3,2,34,JULIET,"Now, nurse, what news? What hast thou there? the cords",,,
Romeo and Juliet,87049,3.2.35,3.2,3,2,35,JULIET,That Romeo bid thee fetch?,,,
Romeo and Juliet,87050,3.2.36,3.2,3,2,36,Nurse,"Ay, ay, the cords.",,,
Romeo and Juliet,87051,,3.2,3,2,,StageDirection,Throws them down,,,
Romeo and Juliet,87052,3.2.37,3.2,3,2,37,JULIET,Ay me! what news? why dost thou wring thy hands?,,,
Romeo and Juliet,87053,3.2.38,3.2,3,2,38,Nurse,"Ah, well-a-day! he's dead, he's dead, he's dead!",,,
Romeo and Juliet,87054,3.2.39,3.2,3,2,39,Nurse,"We are undone, lady, we are undone!",,,
Romeo and Juliet,87055,3.2.40,3.2,3,2,40,Nurse,"Alack the day! he's gone, he's kill'd, he's dead!",,,
Romeo and Juliet,87056,3.2.41,3.2,3,2,41,JULIET,Can heaven be so envious?,,,
Romeo and Juliet,87057,3.2.42,3.2,3,2,42,Nurse,"Romeo can,",,,
Romeo and Juliet,87058,3.2.43,3.2,3,2,43,Nurse,"Though heaven cannot: O Romeo, Romeo!",,,
Romeo and Juliet,87059,3.2.44,3.2,3,2,44,Nurse,Who ever would have thought it? Romeo!,,,
Romeo and Juliet,87060,3.2.45,3.2,3,2,45,JULIET,"What devil art thou, that dost torment me thus?",,,
Romeo and Juliet,87061,3.2.46,3.2,3,2,46,JULIET,This torture should be roar'd in dismal hell.,,,
Romeo and Juliet,87062,3.2.47,3.2,3,2,47,JULIET,"Hath Romeo slain himself? say thou but 'I,'",,,
Romeo and Juliet,87063,3.2.48,3.2,3,2,48,JULIET,And that bare vowel 'I' shall poison more,,,
Romeo and Juliet,87064,3.2.49,3.2,3,2,49,JULIET,Than the death-darting eye of cockatrice:,,,
Romeo and Juliet,87065,3.2.50,3.2,3,2,50,JULIET,"I am not I, if there be such an I,",,,
Romeo and Juliet,87066,3.2.51,3.2,3,2,51,JULIET,"Or those eyes shut, that make thee answer 'I.'",,,
Romeo and Juliet,87067,3.2.52,3.2,3,2,52,JULIET,"If he be slain, say 'I', or if not, no:",,,
Romeo and Juliet,87068,3.2.53,3.2,3,2,53,JULIET,Brief sounds determine of my weal or woe.,,,
Romeo and Juliet,87069,3.2.54,3.2,3,2,54,Nurse,"I saw the wound, I saw it with mine eyes,--",,,
Romeo and Juliet,87070,3.2.55,3.2,3,2,55,Nurse,God save the mark!--here on his manly breast:,,,
Romeo and Juliet,87071,3.2.56,3.2,3,2,56,Nurse,"A piteous corse, a bloody piteous corse,",,,
Romeo and Juliet,87072,3.2.57,3.2,3,2,57,Nurse,"Pale, pale as ashes, all bedaub'd in blood,",,,
Romeo and Juliet,87073,3.2.58,3.2,3,2,58,Nurse,"All in gore-blood, I swounded at the sight.",,,
Romeo and Juliet,87074,3.2.59,3.2,3,2,59,JULIET,"O, break, my heart! poor bankrupt, break at once!",,,
Romeo and Juliet,87075,3.2.60,3.2,3,2,60,JULIET,"To prison, eyes, ne'er look on liberty!",,,
Romeo and Juliet,87076,3.2.61,3.2,3,2,61,JULIET,"Vile earth, to earth resign, end motion here,",,,
Romeo and Juliet,87077,3.2.62,3.2,3,2,62,JULIET,And thou and Romeo press one heavy bier!,,,
Romeo and Juliet,87078,3.2.63,3.2,3,2,63,Nurse,"O Tybalt, Tybalt, the best friend I had!",,,
Romeo and Juliet,87079,3.2.64,3.2,3,2,64,Nurse,O courteous Tybalt! honest gentleman!,,,
Romeo and Juliet,87080,3.2.65,3.2,3,2,65,Nurse,That ever I should live to see thee dead!,,,
Romeo and Juliet,87081,3.2.66,3.2,3,2,66,JULIET,What storm is this that blows so contrary?,,,
Romeo and Juliet,87082,3.2.67,3.2,3,2,67,JULIET,"Is Romeo slaughter'd, and is Tybalt dead?",,,
Romeo and Juliet,87083,3.2.68,3.2,3,2,68,JULIET,"My dear-loved cousin, and my dearer lord?",,,
